TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,BISAGRA DOBLE K,BIS,OST,UNIDAD,Si,,BISAGRA DOBLE K,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111300,H87,7,,0.05,,,,191.379300,UNIDAD,0.000000,,,16,,,DOBLE K,,,ESTETICA CANINA,SIN CONTROL,DOBLE K
,CARBONES PARA SECADORA DOBLE K,CARBONES,OST,UNIDAD,Si,,CARBONES PARA SECADORA DOBLE K,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,301.724100,UNIDAD,405.172413,,,16,,,DOBLE K,,,ESTETICA CANINA,SIN CONTROL,DOBLE K
,CHICOTE/CHIRRION DOBLE K,CHIRRIONK,OST,UNIDAD,Si,,CHICOTE/CHIRRION DOBLE K,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,11131600,H87,7,,0.05,,,,"4,000.000000",UNIDAD,0.000000,,,16,,,DOBLE K,,,ESTETICA CANINA,SIN CONTROL,DOBLE K
,CUCHILLA 10 (1.5 mm),OST07819-046,OST,UNIDAD,Si,,CUCHILLA 10 (1.5 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,737.069000,UNIDAD,708.130000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 10 W (2.4 mm Wide),OST07819-446,OST,UNIDAD,Si,,CUCHILLA 10 W (2.4 mm Wide),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,931.034500,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"CUCHILLA 10-1/16"" Medium",OST078917-046,OST,UNIDAD,Si,,"CUCHILLA 10-1/16"" Medium",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,690.517200,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 15 (1.2 mm),OST07819-036,OST,UNIDAD,Si,,CUCHILLA 15 (1.2 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,737.069000,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 3 (13 mm Skip),OST07819-226,OST,UNIDAD,Si,,CUCHILLA 3 (13 mm Skip),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,323.275900",UNIDAD,791.379000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 30 (0.5 mm),OST07819-026,OST,UNIDAD,Si,,CUCHILLA 30 (0.5 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,737.069000,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"CUCHILLA 30-1/8"" Full Tooth",OST078917-026,OST,UNIDAD,Si,,"CUCHILLA 30-1/8"" Full Tooth",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,690.517200,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 3F (13 mm Full),OST07819-206,OST,UNIDAD,Si,,CUCHILLA 3F (13 mm Full),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,323.275900",UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 4 (9.05 mm Skip),OST07819-136,OST,UNIDAD,Si,,CUCHILLA 4 (9.05 mm Skip),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,125.862100",UNIDAD,675.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 40 (0.25 mm),OST07819-016,OST,UNIDAD,Si,,CUCHILLA 40 (0.25 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,737.069000,UNIDAD,660.339000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 4F (9.05 mm Full),OST07819-186,OST,UNIDAD,Si,,CUCHILLA 4F (9.05 mm Full),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,077.586200",UNIDAD,643.968000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 5 (6.3 mm Skip ),OST07819-066,OST,UNIDAD,Si,,CUCHILLA 5 (6.3 mm Skip ),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,029.310300",UNIDAD,616.806000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 5/8 (0.8 mm 10 dientes),OST07819-106,OST,UNIDAD,Si,,CUCHILLA 5/8 (0.8 mm 10 dientes),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,833.620700,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 50 (0.2 mm),OST07819-006,OST,UNIDAD,Si,,CUCHILLA 50 (0.2 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,737.069000,UNIDAD,463.968000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 5F (6.3 mm Full),OST07819-176,OST,UNIDAD,Si,,CUCHILLA 5F (6.3 mm Full),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,077.586200",UNIDAD,321.984000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 7 (3.2 mm Skip Full),OST07819-056,OST,UNIDAD,Si,,CUCHILLA 7 (3.2 mm Skip Full),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,833.620700,UNIDAD,496.548000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 7/8 (0.8 mm 13 dientes),OST07819-116,OST,UNIDAD,Si,,CUCHILLA 7/8 (0.8 mm 13 dientes),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,580.172400,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 7F (3.2 mm),OST07819-166,OST,UNIDAD,Si,,CUCHILLA 7F (3.2 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,833.620700,UNIDAD,496.548000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"CUCHILLA 7F-1/50"" Close",OST078917-166,OST,UNIDAD,Si,,"CUCHILLA 7F-1/50"" Close",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,690.517200,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 8 1/2 (2.8 mm),OST07819-146,OST,UNIDAD,Si,,CUCHILLA 8 1/2 (2.8 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,833.620700,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,CUCHILLA 9 (2.0 mm),OST07819-196,OST,UNIDAD,Si,,CUCHILLA 9 (2.0 mm),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,833.620700,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,GRASA PARA RASURADORA 1.5 oz (35.40 g),OST078917-675,OST,UNIDAD,Si,,GRASA PARA RASURADORA 1.5 oz (35.40 g),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,100.860000,UNIDAD,77.589000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,KIT DE PEINES DE 10 PIEZAS METALICOS,OSTPACKKIT,OST,UNIDAD,Si,,KIT DE PEINES DE 10 PIEZAS METALICOS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"1,510.350000",UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,KIT DE PEINES UNIVERSALES 10 PZA,OSTKIT700,OST,UNIDAD,Si,,KIT DE PEINES UNIVERSALES 10 PZA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,740.520000,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"KWIK STOP (FIRST AID DOGS, CATS & BIRDS)",MIRKWIKSTOP,OST,UNIDAD,Si,073626600015,"KWIK STOP (FIRST AID DOGS, CATS & BIRDS)",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,435.344800,UNIDAD,306.211200,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,KWIK STOP STYPTIC POWER 42 G,MIRKWIKSTOP42GR,OST,UNIDAD,Si,,KWIK STOP STYPTIC POWER 42 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,"1,120.689655",UNIDAD,495.714286,,,16,,,,,,,SIN CONTROL,
,LEVA DOBLE K,DKLEVA,OST,UNIDAD,Si,,LEVA DOBLE K,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111305,H87,7,,0.05,,,,189.655200,UNIDAD,0.000000,,,16,,,DOBLE K,,,ESTETICA CANINA,SIN CONTROL,DOBLE K
,LIMPIADOR BLADE WASH 18 oz (532 ml),OST078211-312,OST,UNIDAD,Si,034264408791,LIMPIADOR BLADE WASH 18 oz (532 ml),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,172.410000,UNIDAD,118.052362,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"OSTER CARCAZA SUPERIOR SLIM A6
",OSTCAR,OST,UNIDAD,Si,,"OSTER CARCAZA SUPERIOR SLIM A6
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,0.000000,UNIDAD,560.000000,,,16,,,,,,,SIN CONTROL,
,QUICK STOP 14 G (AMARILLO),QUISTO,OST,UNIDAD,Si,,QUICK STOP 14 G (AMARILLO),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,215.517200,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,RASURADORA A6 COMFORT 3 VEL,OST07800600,OST,UNIDAD,Si,,RASURADORA A6 COMFORT 3 VEL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,"6,012.931000",UNIDAD,"3,099.573000",,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,RASURADORA A6 SLIM 3 VEL NEGRA,OST078997-010,OST,UNIDAD,Si,,RASURADORA A6 SLIM 3 VEL NEGRA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"6,012.070000",UNIDAD,"3,099.573000",,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SECADORA OSTER PARA MESA Y JAULA,OST78304-300,OST,UNIDAD,Si,,SECADORA OSTER PARA MESA Y JAULA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,"10,603.448300",UNIDAD,"6,478.452000",,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SECADORA WIND POWER,WPSECADORA8,OST,UNIDAD,Si,,SECADORA WIND POWER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,0.000000,UNIDAD,0.000000,,,16,,,FIGUER,,,ESTETICA CANINA,SIN CONTROL,FIGUER
,SOPORTE PARA SECADORA,OST21101909,OST,UNIDAD,Si,,SOPORTE PARA SECADORA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,0.000000,UNIDAD,533.790000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SOPORTE PARA SECADORA,OSTGTA1,OST,UNIDAD,Si,,SOPORTE PARA SECADORA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,0.000000,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SPRAY 5 EN 1,OSTSP5-1,OST,UNIDAD,Si,,SPRAY 5 EN 1,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,271.550000,UNIDAD,219.827586,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,"SPRAY ANDIS CUIDADO DE NAVAJAS
",ANDSPRA,OST,UNIDAD,Si,,"SPRAY ANDIS CUIDADO DE NAVAJAS
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,0.000000,UNIDAD,249.140000,,,16,,,,,,,SIN CONTROL,
,SPRAY DESINFECTANTE 16 oz (454 g),OST078210-922,OST,UNIDAD,Si,,SPRAY DESINFECTANTE 16 oz (454 g),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,157.760000,UNIDAD,107.426769,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SPRAY ENFRIADOR 14 oz (397 g),OST078211-333,OST,UNIDAD,Si,,SPRAY ENFRIADOR 14 oz (397 g),0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,234.482800,UNIDAD,0.000000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,SPRAY ENFRIADOR KOOL LUBE 414 ML,OST76300101,OST,UNIDAD,Si,034264408784,SPRAY ENFRIADOR KOOL LUBE 414 ML,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,21101909,H87,7,,0.05,,,,271.550000,UNIDAD,172.410000,,,16,,,OSTER,,,ESTETICA CANINA,SIN CONTROL,OSTER
,AURITOP 30 G,OURAUR,OUR,UNIDAD,Si,7898019866617,AURITOP 30 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101542,H87,7,,0.05,,,,520.000000,UNIDAD,242.145714,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,DOXIFIN CURSO 50 ML,OURODOX50ML,OUR,UNIDAD,Si,,DOXIFIN CURSO 50 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,280.000000,UNIDAD,201.760000,,,0,,,OUROFINO,,,MEDICAMENTOS,GRUPO 2,OUROFINO
,LIMP Y HIDRAT,OURLIM,OUR,UNIDAD,Si,7898019867003,LIMP Y HIDRAT,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,200.862069,UNIDAD,107.145714,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,"OTOGEN OTICO 15G
",OUROTOG,OUR,UNIDAD,Si,,"OTOGEN OTICO 15G
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,0.000000,UNIDAD,209.520000,,,0,,,OUROFINO,,,MEDICAMENTOS,GRUPO 2,OUROFINO
,PREDICORTEN 5 MG,OURPRED5,OUR,UNIDAD,Si,7898019868178,PREDICORTEN 5 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51181700,H87,7,,0.05,,,,168.000000,UNIDAD,121.740000,,,0,,,OUROFINO,,,MEDICAMENTOS,GRUPO 2,OUROFINO
,"REGEPIL 
",OURREG,OUR,UNIDAD,Si,7898019868994,"REGEPIL 
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,444.000000,UNIDAD,265.281786,,,0,,,OUROFINO,,,MEDICAMENTOS,SIN CONTROL,OUROFINO
,"SERUM BRIS PIEL SECA 30ML
",OURBRISER30,OUR,UNIDAD,Si,7898019861537,"SERUM BRIS PIEL SECA 30ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,0.000000,UNIDAD,472.000000,,,16,,,OUROFINO,,,MEDICAMENTOS,SIN CONTROL,OUROFINO
,"SHAMPOO BRIS PIEL GRASA 200ML
",OURBRIGRAS200,OUR,UNIDAD,Si,7898019861544,"SHAMPOO BRIS PIEL GRASA 200ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,0.000000,UNIDAD,196.776520,,,16,,,OUROFINO,,,MEDICAMENTOS,SIN CONTROL,OUROFINO
,"SHAMPOO BRIS PIEL SECA 200ML
",OURBRISE200,OUR,UNIDAD,Si,7898019861551,"SHAMPOO BRIS PIEL SECA 200ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,0.000000,UNIDAD,187.076520,,,16,,,OUROFINO,,,MEDICAMENTOS,SIN CONTROL,OUROFINO
,"BENE BAC PET GEL BLISTER 15 G
",PETAGBENEBLBENE B,PETAG,UNIDAD,Si,020279995180,"BENE BAC PET GEL BLISTER 15 G
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,299.137931,UNIDAD,167.520000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,"BENE BAC PET GEL PLUS PRO PACK 30 G
",PETAGBENE,PETAG,UNIDAD,Si,020279995173,"BENE BAC PET GEL PLUS PRO PACK 30 G
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51201800,H87,7,,0.05,,,,257.758621,UNIDAD,158.440000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,ESBILAC 2nd STEP,PETAGESB2DA,PETAG,UNIDAD,Si,,ESBILAC 2nd STEP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,328.448300,UNIDAD,195.045000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ESBILAC GOATS MILK 340 G (CABRA),PETAGESBPCAB,PETAG,UNIDAD,Si,020279994602,ESBILAC GOATS MILK 340 G (CABRA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,757.758600,UNIDAD,416.432500,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ESBILAC LECHE EN POLVO 340 G,PETAGESBPOL,PETAG,UNIDAD,Si,020279995005,ESBILAC LECHE EN POLVO 340 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,749.137900,UNIDAD,428.376061,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ESBILAC LECHE LIQUIDA 325 ML,PETAGESBLIQ2363,PETAG,UNIDAD,Si,020279995029,ESBILAC LECHE LIQUIDA 325 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,187.931000,UNIDAD,102.542941,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,KMR 2nd STEP,PETAGKMR2DA,PETAG,UNIDAD,Si,,KMR 2nd STEP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,343.965500,UNIDAD,185.250000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,KMR LECHE POLVO GATO 340 G,PETAGKMR,PETAG,UNIDAD,Si,020279995111,KMR LECHE POLVO GATO 340 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,774.137900,UNIDAD,433.548000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,KMR LIQUIDO 325 ML,PETAGKMRLIQ,PETAG,UNIDAD,Si,020279995098,KMR LIQUIDO 325 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,214.655200,UNIDAD,129.972896,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,MIRRA COAT POLVO 454 G,PETAGMIRRA,PETAG,UNIDAD,Si,020279996705,MIRRA COAT POLVO 454 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191905,H87,7,,0.05,,,,282.758621,UNIDAD,170.630000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,NURSER BOTTLES 120 ML,PETAGNURS4,PETAG,UNIDAD,Si,,NURSER BOTTLES 120 ML,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111300,H87,7,,0.05,,,,92.241400,UNIDAD,51.728333,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,NURSER BOTTLES 60ML,PETAGNURBOT,PETAG,UNIDAD,Si,020279998013,NURSER BOTTLES 60ML,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111300,H87,7,,0.05,,,,61.206900,UNIDAD,22.004286,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"NURSING KIT 120ML
",PETAGNURSKIT120,PETAG,UNIDAD,Si,020279998037,"NURSING KIT 120ML
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111300,H87,7,,0.05,,,,283.620700,UNIDAD,164.387373,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,NURSING KIT 60ML,PETAGNURSKIT,PETAG,UNIDAD,Si,020279998006,NURSING KIT 60ML,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111300,H87,7,,0.05,,,,162.931000,UNIDAD,90.104271,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,PET AG MULTIMILK 6.81 KG (15 LB),PETAGMULTI15,PETAG,UNIDAD,Si,,PET AG MULTIMILK 6.81 KG (15 LB),6.810,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,"5,603.448300",UNIDAD,"4,500.000000",,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"PETLAC CACHORRO 300GR
",PETAGPOLCA,PETAG,UNIDAD,Si,020279992998,"PETLAC CACHORRO 300GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,387.069000,UNIDAD,207.277187,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"PETLAC KITTEN 300GR
",PETAGPOLKI,PETAG,UNIDAD,Si,020279992981,"PETLAC KITTEN 300GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,392.241400,UNIDAD,207.941600,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,PETLAC MULTIESPECIES  300 G,PETAGPLP,PETAG,UNIDAD,Si,020279993001,PETLAC MULTIESPECIES  300 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,425.000000,UNIDAD,243.666666,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,LACTOPET 20 CAP,PGELLACTO,PETGE,UNIDAD,Si,7503027563020,LACTOPET 20 CAP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121601,H87,7,,0.05,,,,129.310344,UNIDAD,79.008375,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,OMEGATRIX 30 CAP,PGELOMEGA,PETGE,UNIDAD,Si,7503027563051,OMEGATRIX 30 CAP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,258.620689,UNIDAD,132.673899,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,PET VITALITY 30 CAP,PGELVITAL,PETGE,UNIDAD,Si,,PET VITALITY 30 CAP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,301.724137,UNIDAD,0.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,PETFLEX 30 CAP,PGELPETFLEX,PETGE,UNIDAD,Si,7503027563075,PETFLEX 30 CAP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121604,H87,7,,0.05,,,,603.448275,UNIDAD,270.880629,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,PROPET 30 CAP,PGELPROP,PETGE,UNIDAD,Si,,PROPET 30 CAP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121601,H87,7,,0.05,,,,172.413793,UNIDAD,0.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,"CERDITO COLA LARGA
",PMOCERDITO,PETMO,UNIDAD,Si,7502255843461,"CERDITO COLA LARGA
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,258.620700,UNIDAD,179.690138,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"ESCORPION PARA GATO
",PMOESCORPG,PETMO,UNIDAD,Si,7502255840484,"ESCORPION PARA GATO
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,137.931000,UNIDAD,74.234827,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"HUEVO PARA GATO 
",PMOHUEVOCAT,PETMO,UNIDAD,Si,7502255843553,"HUEVO PARA GATO 
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,137.931000,UNIDAD,95.906896,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"MORDEDERA TUBULAR
",PMOMORD,PETMO,UNIDAD,Si,7502255841160,"MORDEDERA TUBULAR
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,81.896552,UNIDAD,37.452112,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"PATO CON SQUEAKER
",PMOPATO,PETMO,UNIDAD,Si,7502255840965,"PATO CON SQUEAKER
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,176.724100,UNIDAD,96.986207,,,16,,,,,,ACCESORIOS,SIN CONTROL,
