Sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta?,Clave de producto SAT,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Precio promedio de compra,¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave sat,Unidad de sat,1,2,3,4,5
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE.",TL-4514TW(2),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE.",,,,lo compramos,$140.25,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE.",TL-4514TW(3),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE.",,,,lo compramos,$224.40,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 10°. TUNABLE WHITE.",TL-4514TW(4),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 10°. TUNABLE WHITE.",,,,lo compramos,$234.85,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 820 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 78.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE",TL-4514TW(5),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 820 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 78.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. TUNABLE WHITE",,,,lo compramos,$280.50,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 585 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 15.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",TL-4514. DIM(01),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 585 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 15.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",,,,lo compramos,$96.00,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",TL-4514. DIM(2),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",,,,lo compramos,$135.50,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",TL-4514. DIM(3),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",,,,lo compramos,$212.00,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",TL-4514. DIM(4),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",,,,lo compramos,$221.50,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 820 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 78.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",TL-4514. DIM (05),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SOBREPONER O SUSPENDER DE 2 820 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 78.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. ATENUABLE.",,,,lo compramos,$263.00,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE PARA SUSPENDER DE 585 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 15.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",TL-4514.ENS(01),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE PARA SUSPENDER DE 585 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 15.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",,,,lo compramos,$129.00,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO.",TL-4514.SENS(02),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 1 145 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 31.4 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO.",,,,lo compramos,$172.50,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE,47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",TL-4514.SENS(03),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 1 700 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE,47.0 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",,,,lo compramos,$246.00,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",TL-4514.SENS(04),Illux The Collection,,Pza,Si,,,"LUMINARIA LED INTERCONECTABLE DE SUSPENDER DE 2 260 MM LUZ DIRECTA CONEXIÓN INDIVIDUAL Y EN SERIE, 62.7 W, 100 - 277V~, EN BLANCO O NEGRO, A 3 000 K, 3 500 K, 4 000 K, 5 000 K Y EN 120°. INCLUYE SENSOR DE MOVIMIENTO",,,,lo compramos,$281.50,Illux The Collection,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR base GU5.3 12V GRAFITO,IL0101H0012G,Ventor,,Pza,Si,,,ALFA CIRCULAR base GU5.3 12V GRAFITO,,,,lo compramos,$325.99,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR base GU5.3, 12V , disponible en diferentes acabados",IL0101H0012-X,Ventor,,Pza,Si,,,"ALFA CIRCULAR base GU5.3, 12V , disponible en diferentes acabados",,,,lo compramos,$346.36,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR base GU5.3, 12V, ACERO INOXIDABLE",IL0101H0012I,Ventor,,Pza,Si,,,"ALFA CIRCULAR base GU5.3, 12V, ACERO INOXIDABLE",,,,lo compramos,$500.53,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR base GU10, 127V GRAFITO",IL0101E0014G,Ventor,,Pza,Si,,,"ALFA CIRCULAR base GU10, 127V GRAFITO",,,,lo compramos,$338.62,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR base GU10, 127V",IL0101E0014-X,Ventor,,Pza,Si,,,"ALFA CIRCULAR base GU10, 127V",,,,lo compramos,$359.78,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR base GU10, 127V ACERO INOXIDABLE",IL0101E0014I,Ventor,,Pza,Si,,,"ALFA CIRCULAR base GU10, 127V ACERO INOXIDABLE",,,,lo compramos,$513.37,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE base GU5.3, 12V GRAFITO",IL0102H0012G,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE base GU5.3, 12V GRAFITO",,,,lo compramos,$346.52,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE base GU5.3, 12V",IL0102H0012-X,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE base GU5.3, 12V",,,,lo compramos,$368.18,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 12V, base GU5.3, ACERO INOXIDABLE",IL0102H0012I,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 12V, base GU5.3, ACERO INOXIDABLE",,,,lo compramos,$539.04,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE base GU10, 127V , GRAFITO",IL0102E0014G,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE base GU10, 127V , GRAFITO",,,,lo compramos,$359.36,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE base GU10, 127V",IL0102E0014-X,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE base GU10, 127V",,,,lo compramos,$381.82,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE base GU10, 127V, ACERO INOXIDABLE",IL0102E0014I,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE base GU10, 127V, ACERO INOXIDABLE",,,,lo compramos,$539.04,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 1 SALIDA base GU5.3, 12V",IL0105H0012-X,Ventor,,Pza,Si,,,"ALFA REJA 1 SALIDA base GU5.3, 12V",,,,lo compramos,$436.36,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 1 SALIDA base GU10, 127V",IL0105E0014-X,Ventor,,Pza,Si,,,"ALFA REJA 1 SALIDA base GU10, 127V",,,,lo compramos,$449.20,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 3 SALIDAS, base GU5.3, 12V",IL0107H0012-X,Ventor,,Pza,Si,,,"ALFA REJA 3 SALIDAS, base GU5.3, 12V",,,,lo compramos,$449.20,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 3 SALIDAS, base GU10, 127V",IL0107E0014-X,Ventor,,Pza,Si,,,"ALFA REJA 3 SALIDAS, base GU10, 127V",,,,lo compramos,$462.03,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 1 LED 110-220V,IL0101L0018-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 1 LED 110-220V,,,,lo compramos,$654.55,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 1 LED 110-220V, ÓPTICA ASIMETRICA",IL0101L0018-X-Y-A,Ventor,,Pza,Si,,,"ALFA CIRCULAR 1 LED 110-220V, ÓPTICA ASIMETRICA",,,,lo compramos,$564.71,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 1 LED 110-220V ACERO INOXIDABLE,IL0101L0018I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 1 LED 110-220V ACERO INOXIDABLE,,,,lo compramos,$808.56,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 1 LED 110-220V ACERO INOXIDABLE, ÓPTICA ASIMÉTRICA",IL0101L0018I-Y-A,Ventor,,Pza,Si,,,"ALFA CIRCULAR 1 LED 110-220V ACERO INOXIDABLE, ÓPTICA ASIMÉTRICA",,,,lo compramos,$821.39,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 1 LED 110-220V,IL0102L0018-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 1 LED 110-220V,,,,lo compramos,$654.55,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 1 LED 110-220V, ÓPTICA ASIMÉTRICA",IL0102L0018-X-Y-A,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 1 LED 110-220V, ÓPTICA ASIMÉTRICA",,,,lo compramos,$608.34,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 1 LED 110-220V ACERO INOXIDABLE,IL0102L0018I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 1 LED 110-220V ACERO INOXIDABLE,,,,lo compramos,$885.56,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 1 LED 110-220V ACERO INOXIDABLE, ÓPTICA ASIMÉTRICA",IL0102L0018I-Y-A,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 1 LED 110-220V ACERO INOXIDABLE, ÓPTICA ASIMÉTRICA",,,,lo compramos,$872.73,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 1 SALIDA 1 LED 110-220VCA, OPTICA PERPENDICULAR",IL0105L0018-X-Y-V,Ventor,,Pza,Si,,,"ALFA REJA 1 SALIDA 1 LED 110-220VCA, OPTICA PERPENDICULAR",,,,lo compramos,$705.88,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 3 SALIDAS 1 LED 110-220VCA, OPTICA PERPENDICULAR",IL0107L0018-X-Y-V,Ventor,,Pza,Si,,,"ALFA REJA 3 SALIDAS 1 LED 110-220VCA, OPTICA PERPENDICULAR",,,,lo compramos,$705.88,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 1 SALIDA PASO VEHICULAR 1 LED 110-220VCA, OPTICA PERPENDICULAR",IL0156L0018-X-Y-V,Ventor,,Pza,Si,,,"ALFA REJA 1 SALIDA PASO VEHICULAR 1 LED 110-220VCA, OPTICA PERPENDICULAR",,,,lo compramos,$770.05,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA REJA 2 SALIDAS PASO VEHICULAR 1 LED 110-220VCA, OPTICA PERPENDICULAR",IL0157L0018-X-Y-V,Ventor,,Pza,Si,,,"ALFA REJA 2 SALIDAS PASO VEHICULAR 1 LED 110-220VCA, OPTICA PERPENDICULAR",,,,lo compramos,$770.05,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 3 LEDS 115+/-5V Atenuable,IL0101L0039-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 3 LEDS 115+/-5V Atenuable,,,,lo compramos,$808.56,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 115+/-5V Atenuable, ACERO INOXIDABLE",IL0101L0039I-Y-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 115+/-5V Atenuable, ACERO INOXIDABLE",,,,lo compramos,$975.40,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 3 LEDS 110-277VCA GRAFITO 3000K OPTICA MEDIA 30°,IL0101L00312GCM,Ventor,,Pza,Si,,,ALFA CIRCULAR 3 LEDS 110-277VCA GRAFITO 3000K OPTICA MEDIA 30°,,,,lo compramos,$795.72,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 3 LEDS 110-277VCA,IL0101L00312-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 3 LEDS 110-277VCA,,,,lo compramos,$845.45,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 110-277VCA, ACERO INOXIDABLE",IL0101L00312I-Y-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 110-277VCA, ACERO INOXIDABLE",,,,lo compramos,$931.76,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 3 LEDS 115+/-5V Atenuable,IL0102L0039-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 3 LEDS 115+/-5V Atenuable,,,,lo compramos,$829.09,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 3 LEDS 115+/-5V Atenuable ,ACERO INOXIDABLE",IL0102L0039I-Y-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 3 LEDS 115+/-5V Atenuable ,ACERO INOXIDABLE",,,,lo compramos,"$1,052.41",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE, 3 LEDS 110-277VCA",IL0102L00312-X-Y-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE, 3 LEDS 110-277VCA",,,,lo compramos,$808.56,Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE, 3 LEDS 110-277VCA ACERO INOXIDABLE",IL0102L00312I-Y-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE, 3 LEDS 110-277VCA ACERO INOXIDABLE",,,,lo compramos,"$1,008.77",Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 4 LEDS 115+/-5V AtenuableTRIAC,IL0101L0049-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 4 LEDS 115+/-5V AtenuableTRIAC,,,,lo compramos,$834.22,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 4 LEDS 115+/-5V Atenuable TRIAC ACERO INOXIDABLE,IL0101L0049I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 4 LEDS 115+/-5V Atenuable TRIAC ACERO INOXIDABLE,,,,lo compramos,$975.40,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 4 LEDS 110-277VCA GRAFITO 3000K OPTICA MEDIA 30°,IL0101L00412GCM,Ventor,,Pza,Si,,,ALFA CIRCULAR 4 LEDS 110-277VCA GRAFITO 3000K OPTICA MEDIA 30°,,,,lo compramos,$834.22,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 4 LEDS 110-277VCA,IL0101L00412-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 4 LEDS 110-277VCA,,,,lo compramos,$886.36,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 4 LEDS 110-277VCA ACERO INOXIDABLE,IL0101L00412I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 4 LEDS 110-277VCA ACERO INOXIDABLE,,,,lo compramos,$988.24,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 4 LEDS 115+/-5V Atenuable TRIAC,IL0102L0049-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 4 LEDS 115+/-5V Atenuable TRIAC,,,,lo compramos,$859.89,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 4 LEDS 115+/-5V Atenuable TRIAC ACERO INOXIDABLE,IL0102L0049I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 4 LEDS 115+/-5V Atenuable TRIAC ACERO INOXIDABLE,,,,lo compramos,"$1,065.24",Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 4 LEDS 110-277VCA,IL0102L00412-X-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 4 LEDS 110-277VCA,,,,lo compramos,$872.73,Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 4 LEDS 110-277VCA ACERO INOXIDABLE,IL0102L00412I-Y-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 4 LEDS 110-277VCA ACERO INOXIDABLE,,,,lo compramos,"$1,044.71",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 24VCD, RGB",IL0101L0033-X-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 24VCD, RGB",,,,lo compramos,"$1,111.44",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 24VCD ACERO INOXIDABLE, RGB",IL0101L0033I-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 24VCD ACERO INOXIDABLE, RGB",,,,lo compramos,"$1,270.59",Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 3 LEDS 110-220V RGB DMX,IL0101L0038-X-K-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 3 LEDS 110-220V RGB DMX,,,,lo compramos,"$1,296.26",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 110-220V ACERO INOXIDABLE, RGB DMX",IL0101L0038I-K-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 110-220V ACERO INOXIDABLE, RGB DMX",,,,lo compramos,"$1,452.83",Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR 3 LEDS 110-220V RGB,IL0101L0038-X-M-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR 3 LEDS 110-220V RGB,,,,lo compramos,"$1,180.75",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR 3 LEDS 110-220V, ACERO INOXIDABLE, RGB",IL0101L0038I-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR 3 LEDS 110-220V, ACERO INOXIDABLE, RGB",,,,lo compramos,"$1,321.93",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR, 3 LEDS 110-220V, BLANCO DINAMICO DMX",IL0101L0038-X-E-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR, 3 LEDS 110-220V, BLANCO DINAMICO DMX",,,,lo compramos,"$1,296.26",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR, 3 LEDS 110-220V ACERO INOXIDABLE, BLANCO DINAMICO DMX",IL0101L0038I-E-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR, 3 LEDS 110-220V ACERO INOXIDABLE, BLANCO DINAMICO DMX",,,,lo compramos,"$1,450.27",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 3 LEDS 24VCD, RGB",IL0102L0033-X-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 3 LEDS 24VCD, RGB",,,,lo compramos,"$1,142.25",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 3 LEDS 24VCD ACERO INOXIDABLE, RGB",IL0102L0033I-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 3 LEDS 24VCD ACERO INOXIDABLE, RGB",,,,lo compramos,"$1,309.09",Ventor,,No,,,,Almacenable,,,,,,,,,,
,ALFA CIRCULAR GRANDE 3 LEDS 110-220V RGB,IL0102L0038-X-M-Z,Ventor,,Pza,Si,,,ALFA CIRCULAR GRANDE 3 LEDS 110-220V RGB,,,,lo compramos,"$1,219.25",Ventor,,No,,,,Almacenable,,,,,,,,,,
,"ALFA CIRCULAR GRANDE 3 LEDS 110-220V, ACERO INOXIDABLE, RGB",IL0102L0038I-M-Z,Ventor,,Pza,Si,,,"ALFA CIRCULAR GRANDE 3 LEDS 110-220V, ACERO INOXIDABLE, RGB",,,,lo compramos,"$1,347.59",Ventor,,No,,,,Almacenable,,,,,,,,,,
