Tipo de sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta ( en Caja de mostrador)?,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Costo promedio de compra en la moneda principal,Si tienen varios almacenes en la empresa: ¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave de producto SAT,Claves de Unidad SAT,Días de garantía,% Comisión para vendedor,% Comisión para referidos,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuántos puntos cuesta la compra de este producto/ servicio?,Unidad de COMPRA,TIPO DE CONTROL ,Nombre del laboratorio,Nombre de la sustancia activa,TASA IVA,TASA IEPS,NUMERO DE REGISTRO DE SENASICA,PRESENTACION,Factor entre unidades ,DEPARTAMENTO  ,unid conca
,TRANSPORTADORA RED CHICA,PMINKTRANSRED,PMINK,775.8621,Unidades,SI ,3359841071616,TRANSPORTADORA RED CHICA,0,0,0,lo compramos,418.9655,,No,No,0,0,0,Almacenable,0,,,10131603,H87,0,,,,,Unidades,,PUPPY MINK,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,TRANSPORTADORA RED MEDIANA,PMINKTRANSREDG,PMINK,862.069,Unidades,SI ,7865330442820,TRANSPORTADORA RED MEDIANA,0,0,0,lo compramos,465.5172,,No,No,0,0,0,Almacenable,0,,,10131603,H87,0,,,,,Unidades,,PUPPY MINK,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,TRANSPORTADORA RIGIDA CHICA,PMINKTRANPLAS,PMINK,0,Unidades,SI ,,TRANSPORTADORA RIGIDA CHICA,0,0,0,lo compramos,260,,No,No,0,0,0,Almacenable,0,,,10131603,H87,0,,,,,Unidades,,PUPPY MINK,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,TRANSPORTADORA RIGIDA MEDIANA,PMINKTRARIGM,PMINK,0,Unidades,SI ,,TRANSPORTADORA RIGIDA MEDIANA,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10131603,H87,0,,,,,Unidades,,PUPPY MINK,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,TRANSPORTADORA SALCHICHA/DEPORTIVA,PMINKSALCH,PMINK,0,Unidades,SI ,9337778275813,TRANSPORTADORA SALCHICHA/DEPORTIVA,0,0,0,lo compramos,420,,No,No,0,0,0,Almacenable,0,,,10131603,H87,0,,,,,Unidades,,PUPPY MINK,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 1,PMINKVEST1,PMINK,180.1724,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 1,0,0,0,lo compramos,87.2,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 2,PMINKVEST2,PMINK,200,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 2,0,0,0,lo compramos,98.6,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 3,PMINKVEST3,PMINK,230.1724,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 3,0,0,0,lo compramos,109.7,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 4,PMINKVEST4,PMINK,250,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 4,0,0,0,lo compramos,125.333333,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 5,PMINKVEST5,PMINK,270.6897,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 5,0,0,0,lo compramos,137.833333,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,VESTIDO/PLAYERA  TALLA 6,PMINKVEST6,PMINK,280.1724,Unidades,SI ,,VESTIDO/PLAYERA  TALLA 6,0,0,0,lo compramos,148,,No,No,0,0,0,Almacenable,0,,,11131600,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,POMADA YODOFORMADA TARRO 425 GR,VETPOMYOR425G,PPHA,466,Unidades,SI ,,POMADA YODOFORMADA TARRO 425 GR,0,0,0,lo compramos,232.461538,,Sí,si,30,15,0,Almacenable,0,,,51142700,H87,0,,,,,Unidades,,PET'S PHARMA,,0,,,,1,,Unidades 1.000_Unidades
,AMOXIPET 250 SUSP 60 ML,PPHAAMOXIORA60,PPHA,170,Unidades,SI ,7506343800138,AMOXIPET 250 SUSP 60 ML,0,0,0,lo compramos,85.003,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina trihidratada,0,,Q- 7972-066,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,AMOXIPET JR 15 ML,PPHAMOXIJR,PPHA,105,Unidades,SI ,,AMOXIPET JR 15 ML,0,0,0,lo compramos,66.4,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina trihidratada,0,,Q- 7972-056,15 MILILITEROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,AMOXIPET PLUS 250 MG TABS,PPHAAMOXI250,PPHA,445,Unidades,SI ,7506343800176,AMOXIPET PLUS 250 MG TABS,0,0,0,lo compramos,222.503333,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina/ácido clavulamico,0,,Q- 7972-083,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,AMOXIPET PLUS 50 MG TABS,PPHAAMOXI50,PPHA,227,Unidades,SI ,7506343800183,AMOXIPET PLUS 50 MG TABS,0,0,0,lo compramos,106.979144,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina/ácido clavulamico,0,,Q- 7972-042,30 TABLETAS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,AMOXIPET PLUS 500 MG TABS,PPHAAMOXI5008,PPHA,323,Unidades,SI ,7506343800190,AMOXIPET PLUS 500 MG TABS,0,0,0,lo compramos,148.3,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina/ácido clavulamico,0,,Q- 7972-040,14 TABLETAS,14,MEDICAMENTOS,Unidades 14_Unidades
,AMOXIPET TABS 250MG,PPHAAMOXIPET250,PPHA,348,Unidades,SI ,7506343800206,AMOXIPET TABS 250MG,0,0,0,lo compramos,123.6,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Amoxicilina trihidratada,0,,Q- 7972-082,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,APETIKAN SOLUCION,PPHARAPETGOTAS7,PPHA,184,Unidades,SI ,7506343801234,APETIKAN SOLUCION,0,0,0,lo compramos,100.414043,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ciproheptadina/Complejo B,0,,Q-7972-046,30 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,APETIKAN TABLETAS,PPHARAPETAB,PPHA,253,Unidades,SI ,7506343801241,APETIKAN TABLETAS 10 MG,0,0,0,lo compramos,141.216055,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ciproheptadina/Complejo B,0,,Q-7972-045,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,"ARTRO TABS 30
",PPHARTRO30,PPHA,546,Unidades,SI ,7506343801753,"ARTRO TABS 30
",0,0,0,lo compramos,273,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Condroitin Sulfato/Glucosamina Sulfato/Sulfato de Manganeso,0,,Q- 7972-095,30 TABLETAS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BENZODERM JABON,PPHARBENZJAB,PPHA,135,Unidades,SI ,7506343802767,BENZODERM JABON,0,0,0,lo compramos,64.621329,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Peróxido de Benzoilo,0,,Q-7972-113,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BENZODERM SHAMPOO 250 ML,PETPBENZS,PPHA,298,Unidades,SI ,7506343802750,BENZODERM SHAMPOO 250 ML,0,0,0,lo compramos,143.628242,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Peróxido de Benzoilo,0,,Q-7972-108,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIOTROL 4 L,PPHABIO4,PPHA,516,Unidades,SI ,,BIOTROL 4 L,0,0,0,lo compramos,247.7,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Cloruro de Benzalconio,0,,Q-7972-200,4 LITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"CEPHAPET  250 SUSPENSION 60ML
",PPHACEPH250SUSP,PPHA,241,Unidades,SI ,7506343800213,"CEPHAPET  250 SUSPENSION 60ML
",0,0,0,lo compramos,120.5,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Cefalexina,0,,Q- 7972-059,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CEPHATABS 150 TABS,PPHACEPH150,PPHA,383,Unidades,SI ,7506343800237,CEPHATABS 150 TABS,0,0,0,lo compramos,210.599493,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Cefalexina,0,,Q- 7972-085,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,CEPHATABS 300 TABS,PPHACEPH300,PPHA,563,Unidades,SI ,7506343800244,CEPHATABS 300 TABS,0,0,0,lo compramos,327.952667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Cefalexina,0,,Q- 7972-084,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,CEPHATABS 600 TABS,PPHACEPH600,PPHA,376,Unidades,SI ,7506343800251,CEPHATABS 600 TABS,0,0,0,lo compramos,203.004043,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Cefalexina,0,,Q- 7972-120,12 TABLETAS,12,MEDICAMENTOS,Unidades 12_Unidades
,"CLOREXIVET CLEAN 100ML
",PPHACLOR,PPHA,166,Unidades,SI ,7506343803030,"CLOREXIVET CLEAN 100ML
",0,0,0,lo compramos,81,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Digluconato de clorhexidina,0,,Q-7972-117,100 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CLOREXIVET PLUS JABON,PPHARCLORJAB,PPHA,135,Unidades,SI ,7506343802804,CLOREXIVET PLUS JABON,0,0,0,lo compramos,78.992083,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Miconazol/Digluconato de clorhexidina,0,,Q- 7972-132,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CLOREXIVET SHAMPOO 350 ML,PPHARCLORSHM,PPHA,324,Unidades,SI ,7506343802798,CLOREXIVET SHAMPOO 350 ML,0,0,0,lo compramos,168.696188,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Miconazol/Digluconato de clorhexidina,0,,Q- 7972-128,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CLOREXIVET SOLUCION 100 ML,PPHARCLORSOL8,PPHA,152,Unidades,SI ,7506343800732,CLOREXIVET SOLUCION 100 ML,0,0,0,lo compramos,80.267226,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Digluconato de clorhexidina,0,,Q- 7972-027,100 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMACALM JABON,PPHARCALMJAB,PPHA,133,Unidades,SI ,7506343802644,DERMACALM JABON,0,0,0,lo compramos,70.0025,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Clorhidrato de pramoxina,0,,Q- 7972-165,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMACALM SHAMPOO 350 ML,PETPDERK,PPHA,309,Unidades,SI ,7506343802637,DERMACALM SHAMPOO 350 ML,0,0,0,lo compramos,168.398979,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Clorhidrato de pramoxina,0,,Q- 7972-164,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMACALM SPRAY 130 ML,PPHADERMASPRAY,PPHA,289,Unidades,SI ,7506343803108,DERMACALM SPRAY 130 ML,0,0,0,lo compramos,141.5,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Clorhidrato de pramoxina,0,,Q-7972-163,130 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMAFLAM JABON,PPHARFLAMJAB,PPHA,128,Unidades,SI ,7506343802729,DERMAFLAM JABON,0,0,0,lo compramos,48.742308,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Clorhexidina,0,,Q-7972-194,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMAFLAM SHAMPOO 350 ML,PPHADERFLAMS,PPHA,298,Unidades,SI ,7506343802712,DERMAFLAM SHAMPOO 350 ML,0,0,0,lo compramos,145.607464,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Clorhexidina,0,,Q-7972-193,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL JABON,PPHARDERMAJAB,PPHA,115,Unidades,SI ,7506343802668,DERMATRYL JABON,0,0,0,lo compramos,56.180117,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Triclosán/Extracto de almendra/manzanilla/ extracto de avenasativa
(activa y coloidal)/ extracto de sábila/ alantoína/ propóleo
y miel de abeja/ aceite de aráquida/ cacahuananche/
extracto de hammamelis.",0,,Q-7972-119,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL MEDICADO JABON,PPHADERMEDJA,PPHA,122,Unidades,SI ,7506343802682,DERMATRYL MEDICADO JABON,0,0,0,lo compramos,51.830667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Azufre/Undecilenato de zinc,0,,Q- 7972-162,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL MEDICADO SHAMPOO 350 ML,PEPPDERM,PPHA,271,Unidades,SI ,7506343802675,DERMATRYL MEDICADO SHAMPOO 350 ML,0,0,0,lo compramos,131.229141,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Gluconato de zinc/Ácido salicílico/Clorhidrato de piridoxina/Vitamina B6,0,,Q- 7972-151,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL SHAMPOO 350 ML,PETPDERM,PPHA,251,Unidades,SI ,7506343802651,DERMATRYL SHAMPOO 350 ML,0,0,0,lo compramos,115.560362,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Triclosán/Extracto de almendra/manzanilla/ extracto de avenasativa
(activa y coloidal)/ extracto de sábila/ alantoína/ propóleo
y miel de abeja/ aceite de aráquida/ cacahuananche/
extracto de hammamelis.",0,,Q-7972-074,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL SPA JABON,PPHADERMSPAJAB,PPHA,103,Unidades,SI ,7506343802705,DERMATRYL SPA JABON,0,0,0,lo compramos,48.233333,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Extracto de almendra, manzanilla, extracto de
Avena sativa (activa y coloidal), extracto de sábila.",0,,Q- 7972-134,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMATRYL SPA SHAMPOO 350 ML,PETPDERMS,PPHA,206,Unidades,SI ,7506343802699,DERMATRYL SPA SHAMPOO 350 ML,0,0,0,lo compramos,108.903312,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Extracto de almendra, manzanilla, extracto de
Avena sativa (activa y coloidal), extracto de sábila.",0,,Q- 7972-135,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"DICLOVET OFTALMICO 10ML
",PPHADICLO,PPHA,128,Unidades,SI ,7506343801562,"DICLOVET OFTALMICO 10ML
",0,0,0,lo compramos,64,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Diclofenaco sódico,0,,Q-7972-050,10 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DOXIPETS 100 MG 20 TAB,PPHADOXIP100,PPHA,235,Unidades,SI ,7506343802392,DOXIPETS 100 MG 20 TAB,0,0,0,lo compramos,110.5,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Doxiciclina,0,,Q-7972-170,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,DOXIPETS 400 MG 20 TAB,PPHADOX4004,PPHA,358,Unidades,SI ,7506343802415,DOXIPETS 400 MG 20 TAB,0,0,0,lo compramos,156,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Doxiciclina,0,,Q-7972-171,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,EFA-DERM LIQUID 125 ML,PETPEFA125,PPHA,299,Unidades,SI ,7506343800770,EFA-DERM LIQUID 125 ML,0,0,0,lo compramos,171.236467,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ácido Linoléico/Ácido Linolénico/Ácido Oléico/Vitamina A/Vitamina D3/Vitamina E/Colina/Inosito/Vitamina B6/Zinc/Biotina.,0,,,125 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,EFA-DERM LIQUID 237 ML,PPHAREFA250,PPHA,485,Unidades,SI ,7506343800787,EFA-DERM LIQUID 237 ML,0,0,0,lo compramos,275.711303,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ácido Linoléico/Ácido Linolénico/Ácido Oléico/Vitamina A/Vitamina D3/Vitamina E/Colina/Inosito/Vitamina B6/Zinc/Biotina.,0,,,237 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE AM 120 ML (MORADO),PPHAFRESPR125,PPHA,173.2759,Unidades,SI ,7506343801326,FRESH CARE ANIMALE 120 ML (MORADO) ,0,0,0,lo compramos,77.039948,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"FRESH CARE BEBE 120 ML
",PPHAFRESBEB,PPHA,173.2759,Unidades,SI ,,"FRESH CARE BEBE 120 ML
",0,0,0,lo compramos,96.675071,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE CH 120 ML (ROSA),PPHARFRES125,PPHA,173.2759,Unidades,SI ,7506343801371,FRESH CARE CAROLINA HERRERA 120 ML (ROSA),0,0,0,lo compramos,76.535119,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE CH 25 ml,PPHAFRECARCH,PPHA,99.1379,Unidades,SI ,7506343801357,FRESH CARE CAROLINA HERRERA 25 ml,0,0,0,lo compramos,31.253541,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,25 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE CK 120 ML (VERDE),PPHARFRESCK125,PPHA,173.2759,Unidades,SI ,7506343801364,FRESH CARE C.K. ONE 120 ML (VERDE),0,0,0,lo compramos,73.7055,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE CK 25 ml,PPHAFRECARCK,PPHA,99.1379,Unidades,SI ,7506343801388,FRESH CARE C.K. ONE 25 ml,0,0,0,lo compramos,31.253541,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,25 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE DK 120 ML (AZUL),PPHARFRESDK125,PPHA,173.2759,Unidades,SI ,7506343801401,FRESH CARE DRAKKAR 120 ML (AZUL),0,0,0,lo compramos,76.435333,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE DK 25 ml,PPHAFRECARDK,PPHA,99.1379,Unidades,SI ,7506343801395,FRESH CARE DRAKKAR 25 ml,0,0,0,lo compramos,31.253541,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,25 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE ET 120 ML (NARANJA),PPHARFRESET125,PPHA,168.103448,Unidades,SI ,7506343801425,FRESH CARE ETERNITY 120 ML (NARANJA),0,0,0,lo compramos,96.675071,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FRESH CARE ET 25 ml,PPHAFRECARET,PPHA,99.1379,Unidades,SI ,7506343801418,FRESH CARE ETERNITY 25 ml,0,0,0,lo compramos,31.253541,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,25 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"FRESH CARE PACO RABANE 120 ML
",PPHAFRESPACRAB,PPHA,173.2759,Unidades,SI ,,"FRESH CARE PACO RABANE 120 ML
",0,0,0,lo compramos,89.7842,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Esencia/Fijador,16,,,120 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,GENTACYN OFTALMICO,PPHARGENOFT1,PPHA,121,Unidades,SI ,7506343801579,GENTACYN OFTALMICO,0,0,0,lo compramos,57,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Sulfato de gentamicina,0,,Q- 7972-051,10 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,GENTANAZOL SPRAY,PPHARGENSP,PPHA,179,Unidades,SI ,7506343800794,GENTANAZOL SPRAY,0,0,0,lo compramos,93.97397,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ketoconazol/Gentamicina/dexametozona,0,,Q- 7972-107,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,IVERKAN 10-- 30 PZAS,PPHARIVER103,PPHA,95,Unidades,SI ,,IVERKAN 10-- 30 PZAS,0,0,0,lo compramos,16.660978,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2 ,PET'S PHARMA,Fenbendazol/Pamoato de pirantel/Prazicuantel/Ivermectina,0,,Q- 7972-097,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,IVERKAN 30- - 30 PZAS,PPHARIVER303,PPHA,150,Unidades,SI ,,IVERKAN 30- - 30 PZAS,0,0,0,lo compramos,76.966666,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2 ,PET'S PHARMA,Fenbendazol/Pamoato de pirantel/Prazicuantel/Ivermectina,0,,Q- 7972-098,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,IVERKAN SB,PPHAIVERSB,PPHA,95,Unidades,SI ,,IVERKAN SB,0,0,0,lo compramos,151,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2 ,PET'S PHARMA,Fenbendazol/Pamoato de pirantel/Prazicuantel/Ivermectina,0,,Q- 7972-022,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,KANNES JABON INSECTICIDA 100 GRS*,PPHAKAJABINS,PPHA,82,Unidades,SI ,7506343800992,KANNES JABON INSECTICIDA 100 GRS*,0,0,0,lo compramos,41.112941,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Permetrina/3-fenoxibencil,0,,RSCO-PEC-INAC-0156-328-323-001,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KANNES SHAMPOO INSECTICIDA 1%*,PPHAKAINS1,PPHA,179,Unidades,SI ,7506343802941,KANNES SHAMPOO INSECTICIDA 1%*,0,0,0,lo compramos,89.503333,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Permetrina/3-fenoxibencil,0,,RSCO-PEC-INAC-0156-330-340-001,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
